Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
37058856.0,18674525.0,18384331.0,14.69310344827586,7.237931034482758,10.0,19.4549999237061,1.50199997425079,0.947000026702881,8.40100002288818,5.92000007629395,1713341704877.01,1.6990461245086823,-22155520038.5423,20129187707.745632,13266.022106840494,21.904507737765012,78.22858224968003,2018,Canada
36540268.0,18417231.0,18123037.0,10.3,7.5,10.0,19.5279998779297,1.51800000667572,0.962999999523163,8.48799991607666,6.34000015258789,1646867220617.47,3.86979395229228,-19163504935.8035,20129187707.745632,13266.022106840494,21.904507737765012,78.22858224968003,2017,Canada
36109487.0,18202997.0,17906490.0,10.6,7.4,10.0,19.6490001678467,1.94200003147125,1.13699996471405,8.52700042724609,6.99900007247925,1526705529135.32,-0.268733797912503,-18668313909.4663,20129187707.745632,13266.022106840494,21.904507737765012,78.22858224968003,2016,Canada
35702908.0,17999309.0,17703599.0,10.7,7.4,10.0,19.9230003356934,1.64300000667572,1.01400005817413,8.54800033569336,6.9060001373291,1552899925233.71,-2.87959028580674,-23844486211.652,26575200689.2556,13266.022106840494,22.0253592107108,74.089062024806,2015,Canada
35437435.0,17864828.0,17572607.0,10.8,7.3,10.0,20.1770000457764,1.71399998664856,1.05499994754791,8.60400009155273,6.91400003433228,1801480123070.82,1.39276565698485,-29178622922.1416,25667412178.6954,15588.4871464315,22.024651539556,73.1928743182183,2014,Canada
35082954.0,17683847.0,17399107.0,10.8,7.2,10.0,20.3269996643066,1.77499997615814,1.08500003814697,8.72599983215332,7.07399988174438,1842018420853.1,1.42117709563499,-28124404589.2011,31780227717.8401,15750.8116334788,22.3796797547872,73.1735157237361,2013,Canada
34714222.0,17494958.0,17219264.0,11.0,7.1,10.0,20.4619998931885,1.75300002098083,1.11199998855591,8.99600028991699,7.29199981689453,1823966686523.63,0.560920875983001,-32442609375.4632,30046086969.2503,15336.6248565213,22.6102584732396,74.4394791451663,2012,Canada
34339328.0,17303497.0,17035831.0,11.0,7.1,10.0,20.2859992980957,1.78799998760223,1.09599995613098,8.97399997711182,7.51100015640259,1789140665202.84,3.15345251893531,-33872856854.8681,28727587184.2937,15644.54027755,21.9654186137916,74.6917469799152,2011,Canada
34004889.0,17133868.0,16871021.0,11.1,7.0,10.0,20.1509990692139,1.807000041008,1.11099994182587,8.54300022125244,8.05599975585938,1613542812589.39,4.02650026242503,-31965433370.1396,21486968604.6729,15269.745476893,22.080989379394,75.3853926921305,2010,Canada
33628895.0,16945066.0,16683829.0,11.3,7.1,10.0,20.2849998474121,1.9539999961853,1.192999958992,8.93900012969971,8.3439998626709,1371153004986.44,-7.38702824897528,-23668970343.8019,18866240923.8037,15450.7306885938,22.7012573605801,75.0660005129962,2009,Canada
33247118.0,16754826.0,16492292.0,11.3,7.2,10.0,21.4599990844727,1.94099998474121,1.20700001716614,9.70800018310547,6.13700008392334,1549131208997.19,0.805456955652332,-22817244611.059,24749765698.2193,16377.4796961349,22.5253140418622,75.0760026838519,2008,Canada
32889025.0,16577534.0,16311491.0,11.2,7.1,10.0,21.6660003662109,2.00099992752075,1.307000041008,10.2069997787476,6.03599977493286,1464977190205.75,2.2792974675786,-21620891909.5056,20612605902.6161,16683.1336593286,22.1261917404499,74.7355837888856,2007,Canada
32571174.0,16420787.0,16150387.0,10.9,7.0,10.0,22.1060009002686,2.11199998855591,1.38499999046326,10.460000038147,6.32000017166138,1315415197461.21,1.58540744095403,-20994358251.0578,19710860366.7137,16508.3395520223,22.0887486127211,74.5630719142971,2006,Canada
32243753.0,16258927.0,15984826.0,10.6,7.1,10.0,22.6909999847412,2.12199997901917,1.35399997234344,10.7980003356934,6.75799989700317,1169357979864.66,4.20975481564427,-23986631457.3362,19400066017.4946,16948.2752209397,22.2485278490404,75.745137887563,2005,Canada
31940655.0,16108836.0,15831819.0,10.5,7.1,10.0,23.048999786377,2.02300000190735,1.28600001335144,11.3179998397827,7.18499994277954,1023196771714.07,3.71428635506304,-22129131437.3559,19784012298.2321,17264.7367438144,21.5813966421193,75.1971356476301,2004,Canada
31644028.0,15961652.0,15682376.0,10.6,7.1,10.0,22.9729995727539,2.10700011253357,1.32200002670288,11.3299999237061,7.57399988174438,892382413817.715,2.80441600884916,-22028406252.2304,16152308900.1499,17208.5235166648,21.1830787334257,76.5470387654659,2003,Canada
31360079.0,15820650.0,15539429.0,10.5,7.1,10.0,23.2299995422363,2.11700010299683,1.36199998855591,11.5019998550415,7.66499996185303,757950678646.53,2.07762726663394,-19246797935.3852,13211623016.6316,16960.639671858,21.7698369544841,75.1633668641508,2002,Canada
31020902.0,15651822.0,15369080.0,10.7,7.1,10.0,23.0629997253418,2.16000008583069,1.34300005435944,11.3039999008179,7.2189998626709,736379777892.562,-0.422944499296136,-20807722107.438,13814566115.7025,16840.1937506524,21.0086786853792,76.1549534400917,2001,Canada
30685730.0,15485188.0,15200542.0,10.7,7.1,10.0,23.2940006256104,2.51600003242493,1.65199995040894,11.4479999542236,6.8289999961853,742295468318.632,6.41570447968931,-19541445020.5373,13848225708.7065,17037.0722808289,21.5104010616548,76.1025718116541,2000,Canada
30401286.0,15344448.0,15056838.0,11.2,7.2,10.0,23.121000289917,2.80599999427795,1.94000005722046,11.4890003204346,7.58300018310547,676084000807.7,5.22572679714992,-22834354176.4825,13273877633.4388,16678.932595154,21.7050808564312,75.6377547258236,1999,Canada
30155173.0,15223145.0,14932028.0,11.4,7.2,10.0,23.117000579834,2.9909999370575,2.06100010871887,11.4390001296997,8.27799987792969,631813279406.808,0.922732583435007,-21331311088.6417,12218402426.6936,16435.7869875262,21.5240367061502,75.8827561782628,1998,Canada
29905948.0,15099788.0,14806160.0,11.6,7.2,10.0,23.056999206543,3.00699996948242,2.03699994087219,11.414999961853,9.10099983215332,652823920265.781,3.41660890535418,-20318503538.9282,12528528094.7566,16653.6770544776,21.3111503833538,74.7361057993359,1997,Canada
29610218.0,14951719.0,14658499.0,12.0,7.2,10.0,22.75,3.11299991607666,2.09200000762939,11.0930004119873,9.61999988555908,628546387972.131,0.648065102320246,-20951961862.853,20129187707.745632,16607.2063366774,21.5792375247257,73.2370849547728,1996,Canada
29302311.0,14795775.0,14506536.0,12.6,7.2,10.0,22.9290008544922,3.15400004386902,2.11899995803833,11.2519998550415,9.48900032043457,604031623433.401,3.04544913733142,-20874380647.0417,20129187707.745632,16532.382036352,21.9235763153267,72.5201814385532,1995,Canada
29000663.0,14640956.0,14359707.0,13.1,7.1,10.0,22.6700000762939,3.34800004959106,2.2960000038147,10.8819999694824,10.3950004577637,578139279437.61,3.26085485081778,-20771821909.7832,20129187707.745632,16388.2805024147,21.6926930236164,71.6982666019181,1994,Canada
28684764.0,14477171.0,14207593.0,13.6,7.1,10.0,22.5100002288818,3.48300004005432,2.37100005149841,10.9029998779297,11.3769998550415,577170761956.438,1.30017433032792,-19681420044.9578,20129187707.745632,16320.127298241,21.803058880385,72.5776859158235,1993,Canada
28371264.0,14313548.0,14057716.0,14.7,6.9,10.0,23.181999206543,3.45099997520447,2.29200005531311,11.6429996490479,11.1969995498657,592387689252.916,-1.3908032715814,-21307189542.4837,20129187707.745632,16164.419040336,21.9299846278403,73.4363630240629,1992,Canada
28037420.0,14139654.0,13897766.0,14.9,7.0,10.0,23.8770008087158,3.4909999370575,2.38599991798401,11.8179998397827,10.3159999847412,610328183643.188,-2.79600996287181,-20299380291.5248,20129187707.745632,16181.5887481801,22.1978405183297,72.2903820215833,1991,Canada
27691138.0,13960202.0,13730936.0,15.0,7.3,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,593929550908.468,-2.55578692980339,-21448405896.469,20129187707.745632,16167.3745586043,22.0207536925352,73.6054915608937,1990,Canada
27276781.0,13747415.0,13529366.0,14.9,7.3,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,565055743243.243,0.726389558267954,-19502533783.7838,20129187707.745632,16464.0395067145,21.904507737765012,75.0519513937493,1989,Canada
26791747.0,13499720.0,13292027.0,14.5,7.3,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,507354351182.254,3.35808081898909,-16490615097.0992,20129187707.745632,16389.3381047529,21.904507737765012,74.0229513873681,1988,Canada
26446601.0,13322786.0,13123815.0,14.4,7.2,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,431316742081.448,3.70850976968921,-13352187028.6576,20129187707.745632,15798.287273287,21.904507737765012,73.7949075636436,1987,Canada
26100278.0,13144863.0,12955415.0,14.5,7.2,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,377437927311.983,0.883390509399604,-12754947822.9579,20129187707.745632,15363.399577583,21.904507737765012,73.5640182851617,1986,Canada
25842116.0,13010445.0,12831671.0,14.9,7.0,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,364756499450.751,4.0744188084295,-11191504943.2442,20129187707.745632,14857.2585929109,21.904507737765012,75.4065927037209,1985,Canada
25607053.0,12886791.0,12720262.0,15.0,7.0,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,355372558103.621,4.31345538487069,-11039301984.4028,20129187707.745632,14343.392033437,21.904507737765012,76.8489240654414,1984,Canada
25366451.0,12759652.0,12606799.0,15.0,7.0,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,340547711781.889,2.43885977323264,-10017851346.9653,20129187707.745632,13457.0657913478,21.904507737765012,77.0090614433204,1983,Canada
25116942.0,12627160.0,12489782.0,15.1,7.1,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,313506525087.136,-4.07133985172837,-10867309718.7323,20129187707.745632,12981.0786679366,21.904507737765012,79.0665451074599,1982,Canada
24819915.0,12469687.0,12350228.0,15.3,7.0,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,306214863624.99,2.22446659269558,-10259404454.0829,20129187707.745632,13239.4087570405,21.904507737765012,79.5138438623392,1981,Canada
24515667.0,12307456.0,12208211.0,15.4,7.1,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,273853826377.01,0.359913771856498,-7413179267.87547,20129187707.745632,12803.9755149228,21.904507737765012,80.5639830127972,1980,Canada
24201544.0,12138907.0,12062637.0,15.4,7.0,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,243072102185.419,0.164361944631338,-6606815946.73041,20129187707.745632,12422.7611263149,21.904507737765012,81.4294161495702,1979,Canada
23963203.0,12007256.0,11955947.0,15.2,7.1,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,218632867449.812,1.66819887445978,-5417906986.93785,20129187707.745632,12269.0192959597,21.904507737765012,81.2272854645753,1978,Canada
23725843.0,11875947.0,11849896.0,15.5,7.1,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,211612156934.65,0.644655936812228,-4471158627.17442,20129187707.745632,11797.2625883093,21.904507737765012,82.5157958519027,1977,Canada
23449808.0,11726499.0,11723309.0,15.6,7.2,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,206575564401.623,4.33288690590237,-3717961561.86613,20129187707.745632,11075.9542252969,21.904507737765012,83.3043130985559,1976,Canada
23143275.0,11563967.0,11579308.0,15.8,7.3,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,173834029787.652,0.967338509884442,-2638355387.33779,20129187707.745632,10466.5826249742,21.904507737765012,84.0544383044523,1975,Canada
22807969.0,11389588.0,11418381.0,15.4,7.4,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,160408697648.262,2.83796554445304,-2383616053.16973,20129187707.745632,10804.60079545,21.904507737765012,82.2055043488747,1974,Canada
22491777.0,11226906.0,11264871.0,15.6,7.4,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,131321859214.079,5.08293808672506,-1832449855.0145,20129187707.745632,10241.9208584542,21.904507737765012,82.7933487235959,1973,Canada
22218463.0,11087075.0,11131388.0,15.9,7.4,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,113082820992.019,5.84111720748548,-1508011920.396,20129187707.745632,9803.55841895994,21.904507737765012,84.0243177777995,1972,Canada
21962032.0,10956102.0,11005930.0,16.8,7.3,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,99271961477.5203,1.86428384304256,-1462006337.88869,20129187707.745632,9166.68366570088,21.904507737765012,84.1541542986894,1971,Canada
21324000.0,10634444.0,10689556.0,17.4,7.3,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,87896095224.4234,1.6990461245086823,-1299501770.50435,20129187707.745632,8962.20221346839,21.904507737765012,84.6622417265424,1970,Canada
21028000.0,10483061.0,10544939.0,17.6,7.3,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,79148411661.6902,1.6990461245086823,-16740871437.285141,20129187707.745632,8532.90850294845,21.904507737765012,85.260793354493,1969,Canada
20744000.0,10337411.0,10406589.0,17.6,7.4,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,71829810519.8955,1.6990461245086823,-16740871437.285141,20129187707.745632,8030.41843424605,21.904507737765012,85.7581426959485,1968,Canada
20412000.0,10167103.0,10244897.0,18.2,7.4,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,65668655501.1254,1.6990461245086823,-16740871437.285141,20129187707.745632,7630.16852831668,21.904507737765012,85.797699429717,1967,Canada
20048000.0,9979536.0,10068464.0,19.3,7.5,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,61088384036.6515,1.6990461245086823,-16740871437.285141,20129187707.745632,7359.08818834797,21.904507737765012,85.6656005878623,1966,Canada
19678000.0,9787360.0,9890640.0,21.3,7.6,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,54515179580.7148,1.6990461245086823,-16740871437.285141,20129187707.745632,6909.89938001829,21.904507737765012,86.2146622466963,1965,Canada
19325000.0,9601660.0,9723340.0,23.4,7.5,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,49377522896.703,1.6990461245086823,-16740871437.285141,20129187707.745632,6468.92626131953,21.904507737765012,85.4201311056283,1964,Canada
18964000.0,9410357.0,9553643.0,24.6,7.8,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,45029988561.2124,1.6990461245086823,-16740871437.285141,20129187707.745632,5966.04091963721,21.904507737765012,85.3444185408212,1963,Canada
18614000.0,9224086.0,9389914.0,25.2,7.7,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,42227447631.9159,1.6990461245086823,-16740871437.285141,20129187707.745632,5791.12495970775,21.904507737765012,84.333216189842,1962,Canada
18271000.0,9042518.0,9228482.0,26.0,7.7,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,40934952063.9468,1.6990461245086823,-16740871437.285141,20129187707.745632,5605.11192600296,21.904507737765012,83.6548998145593,1961,Canada
17909009.0,8853955.0,9055054.0,26.7,7.8,10.0,21.820999962942953,2.333535718066351,1.518750001277242,10.241250038146978,7.872678552355085,40461721692.6468,1.6990461245086823,-16740871437.285141,20129187707.745632,5630.62981318508,21.904507737765012,83.1924410253646,1960,Canada
