Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
126529100.0,64731350.0,61797750.0,12.38149822040993,7.466062302650139,9.0,24.5009994506836,3.40899991989136,2.95600008964539,14.0069999694824,2.4449999332428,4971323079771.87,1.812480909342905,59114260698.91015,63432868351.980644,5650.117743562688,4.258802378256745,88.65398466818674,2018,Japan
126785797.0,64853783.0,61932014.0,7.6,10.8,9.0,24.6299991607666,3.44099998474121,2.99300003051758,14.1499996185303,2.79999995231628,4859950558538.97,1.37408409067893,177764874566.258,57797299055.4082,5650.117743562688,4.258802378256745,88.65398466818674,2017,Japan
126994511.0,64951468.0,62043043.0,7.8,10.5,9.0,25.617000579834,3.50399994850159,3.04999995231628,14.5469999313354,3.09999990463257,4926667087367.51,1.50801603246735,165257107699.678,59665658303.121,5650.117743562688,4.258802378256745,88.65398466818674,2016,Japan
127141000.0,65016722.0,62124278.0,8.0,10.3,9.0,25.9069995880127,3.63700008392334,3.22499990463257,14.7700004577637,3.40000009536743,4389475622588.97,4.08211666653699,168614682836.808,48894606458.729,5650.117743562688,6.29735708059289,93.0264551074629,2015,Japan
127276000.0,65075452.0,62200548.0,8.0,10.1,9.0,26.048999786377,3.68899989128113,3.30100011825562,14.7089996337891,3.59999990463257,4850413536037.84,0.53430238500367,174559801997.803,51233292919.4199,7819.71463590936,5.62502588654266,94.4074689015954,2014,Japan
127445000.0,65150796.0,62294204.0,8.2,10.1,9.0,26.1870002746582,3.74399995803833,3.38100004196167,14.6800003051758,4.0,5155717056270.83,2.86434532930878,173080445361.065,56928761976.2181,7988.58331044764,4.91215213004179,94.6333015307236,2013,Japan
127629000.0,65232461.0,62396539.0,8.2,10.0,9.0,26.1949996948242,3.86899995803833,3.53500008583069,14.7080001831055,4.30000019073486,6203213121334.12,1.98251909567347,166158971404.67,70828020349.8558,7998.34677071825,4.53308543403043,94.6215528538495,2012,Japan
127833000.0,65322325.0,62510675.0,8.3,9.9,9.0,25.7900009155273,3.98200011253357,3.72099995613098,14.6789999008179,4.52099990844727,6157459594823.72,-0.814826144146423,174420746812.369,66218485680.9862,8099.59869517261,4.69360225893564,89.7659420746634,2011,Japan
128070000.0,65426533.0,62643467.0,8.5,9.5,9.0,25.6849994659424,4.09200000762939,3.92600011825562,14.9390001296997,5.09999990463257,5700098114744.41,4.99842625586882,147243317446.055,62829891247.8515,8594.90903412197,4.58552956180109,80.9109544217641,2010,Japan
128047000.0,65395181.0,62651819.0,8.5,9.1,9.0,26.2600002288818,4.22200012207031,4.10799980163574,15.3610000610352,5.09999990463257,5231382674593.7,-5.27933370534723,127870975877.978,56635613299.5476,8020.27380571197,4.03561366246857,81.228056042313,2009,Japan
