Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
66488991.0,33666883.0,32822108.0,13.689655172413794,10.884482758620686,11.0,18.1070003509521,1.14699995517731,0.634999990463257,7.56699991226196,3.9539999961853,2855296731521.96,1.9300677809639697,-38490804137.5334,18020718920.3452,4908.429642307871,2.2919392877687277,91.71115685034361,2018,Great Britain
66058859.0,33464674.0,32594185.0,11.4,9.2,11.0,18.2369995117188,1.15900003910065,0.646000027656555,7.65899991989136,4.33500003814697,2666229179958.01,1.90776008725852,-31787538497.1537,17431087145.4492,4908.429642307871,2.2919392877687277,91.71115685034361,2017,Great Britain
65595565.0,33246523.0,32349042.0,11.8,9.1,11.0,18.4580001831055,1.12399995326996,0.625,7.59700012207031,4.81300020217896,2694283209613.29,0.967981330843699,-64716135083.3433,16288737010.3994,4908.429642307871,2.2919392877687277,91.71115685034361,2016,Great Britain
65128861.0,33027804.0,32101057.0,11.9,9.2,11.0,18.6560001373291,1.13699996471405,0.644999980926514,7.66900014877319,5.30100011825562,2928591002002.51,1.95640638777243,-66997636392.8018,18200415988.5857,4908.429642307871,8.71168557437913,80.3517712672552,2015,Great Britain
64613160.0,32785655.0,31827505.0,12.0,8.8,11.0,18.9650001525879,1.25499999523163,0.712000012397766,7.93599987030029,6.1100001335144,3063803240208.01,2.72573037954345,-62560715026.02,20435074169.0727,5129.5277927902,7.3952204555385,82.7165784999401,2014,Great Britain
64128226.0,32560320.0,31567906.0,12.1,9.0,11.0,18.8649997711182,1.05799996852875,0.601000010967255,7.68100023269653,7.52500009536743,2786022872706.81,0.96960273895732,-56816069759.3603,18727119380.5513,5409.63038646976,6.01578094932047,83.5597408024201,2013,Great Britain
63700300.0,32364512.0,31335788.0,12.8,8.9,11.0,19.0659999847412,1.18799996376038,0.685999989509583,7.64699983596802,7.88500022888184,2704887678386.72,-0.896961171758207,-28091121690.8226,17853335058.7458,5449.25220132401,4.75125761850907,85.1398122284243,2012,Great Britain
63258918.0,32161574.0,31097344.0,12.8,8.7,11.0,19.1770000457764,1.22000002861023,0.657000005245209,7.51300001144409,8.03699970245361,2659310054646.23,0.898708339232115,10569729814.5428,17028208044.4083,5471.92413249939,4.40111862136268,85.5631857323452,2011,Great Britain
62766365.0,31931743.0,30834622.0,12.9,8.9,11.0,19.2099990844727,1.21599996089935,0.605000019073486,7.4229998588562,7.78700017929077,2475244321361.11,1.78429477228271,1747583583.68354,15388315570.2072,5700.85586444268,3.63891826187997,88.1681056757852,2010,Great Britain
62276270.0,31701785.0,30574485.0,12.7,9.0,11.0,19.6110000610352,1.11000001430511,0.552999973297119,7.68300008773804,7.53700017929077,2410909799034.12,-4.71454431069748,-17976320299.112,16742483252.8431,5643.1285945674,3.38303166308866,87.3677353696343,2009,Great Britain
